customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,account_charges_monthly,account_charges_total,cuentas_diarias
7314-oxenn,Yes,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,2.7333333333333334
7315-wyoaw,No,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.75,1313.25,3.3583333333333334
7317-ggvpb,Yes,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,3.6199999999999997
7318-eivko,No,Male,0,No,No,8,Yes,Yes,Dsl,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.25,436.6,1.975
7319-venrz,No,Male,0,No,No,7,Yes,No,Dsl,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,445.95,2.143333333333333
7319-znrtr,No,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.6,411.15,0.6533333333333334
7321-kksdu,No,Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,696.8,0.6833333333333333
7321-pkuyw,Yes,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.15,987.95,3.0050000000000003
7321-vgnku,No,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,120.25,2.3449999999999998
7321-znsla,No,Male,0,Yes,Yes,13,No,No phone service,Dsl,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.55,590.35,1.3516666666666666
7322-ocwhc,No,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,3.1016666666666666
7325-enzfi,No,Female,0,No,No,39,No,No phone service,Dsl,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,1630.4,1.3433333333333333
7326-rigqz,No,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,2.3266666666666667
7328-owmom,No,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,589.25,0.67
7328-zjajo,No,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1222.65,0.65
7330-wzlnc,Yes,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,3.0266666666666664
7336-rllrh,No,Male,0,Yes,No,27,Yes,Yes,Dsl,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,2.695
7337-cinud,No,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,159.35,0.65
7338-eriva,No,Male,0,No,Yes,39,No,No phone service,Dsl,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,1.5016666666666665
7339-pogzn,No,Female,0,No,No,4,Yes,Yes,Dsl,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.7,214.55,1.6900000000000002
7340-kefqe,No,Female,0,Yes,Yes,51,No,No phone service,Dsl,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),34.2,1782.0,1.1400000000000001
7341-lxcaf,Yes,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,301.4,2.4883333333333337
7343-eobeu,No,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.6,89.05,0.7866666666666667
7346-medwm,No,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.25,4949.1,2.775
7349-almux,No,Male,0,No,No,37,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2313.8,2.1866666666666665
7351-kyhqh,No,Female,1,No,No,7,Yes,No,Dsl,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,493.65,2.165
7351-mhqvu,No,Female,0,No,No,6,No,No phone service,Dsl,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,1.6983333333333335
7353-yowfp,No,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,129.15,0.675
7354-oijlx,No,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,2.5283333333333333
7356-aynjp,No,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,97.5,0.7966666666666666
7356-iwlfw,No,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,3769.7,2.6666666666666665
7359-ptsxy,Yes,Male,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.75,45.75,1.525
7359-ssbjk,Yes,Female,1,No,No,64,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.2,4481.0,2.3400000000000003
7359-wwyjv,No,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,3.815
7361-ypxfs,No,Female,1,No,No,28,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,2.1483333333333334
7363-qtbiw,No,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,2.658333333333333
7365-bvcjh,No,Male,0,No,No,1,No,No phone service,Dsl,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4,0.8133333333333332
7369-trpfd,No,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,0.6266666666666667
7375-wmvmt,No,Male,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,3.183333333333333
7377-dmmri,Yes,Male,0,No,No,2,Yes,No,Dsl,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.8,92.45,1.5933333333333333
7379-fniuj,No,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.2,198.5,3.3400000000000003
7379-pokdz,Yes,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,2.3433333333333333
7382-dfjtu,No,Male,0,No,No,18,Yes,No,Dsl,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1058.1,1.84
7384-ghbpi,Yes,Male,0,Yes,No,3,No,No phone service,Dsl,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.15,99.75,1.1716666666666666
7389-kbfit,No,Female,0,Yes,Yes,2,No,No phone service,Dsl,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.25,63.75,1.0083333333333333
7392-yypyj,No,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.65,2415.95,3.355
7394-fkdnk,Yes,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.45,853.1,2.981666666666667
7394-lwlyn,No,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,123.8,2.3383333333333334
7395-igjos,Yes,Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,2.716666666666667
7395-xwzoy,No,Male,0,No,No,20,No,No phone service,Dsl,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,1.8333333333333333
7396-vjuzb,No,Male,0,Yes,Yes,4,Yes,No,Dsl,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,155.35,1.5083333333333333
7398-hpyzq,No,Male,0,Yes,No,71,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.55,6404.0,3.018333333333333
7398-lxgyx,No,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.8,3626.35,2.8266666666666667
7398-sknqz,No,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.9,273.2,3.1633333333333336
7399-qhbjs,No,Female,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,4760.3,2.225
7401-jixnm,No,Female,0,Yes,Yes,54,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,3.0433333333333334
7401-rubnk,No,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.8,1438.05,2.493333333333333
7402-eyfxx,No,Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,3.1199999999999997
7402-pwyjj,No,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,91.15,4862.5,3.0383333333333336
7404-jlkqg,No,Female,0,No,No,3,Yes,No,Dsl,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,161.45,1.9183333333333332
7407-sujiz,No,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,541.5,0.6866666666666668
7408-ofwxj,No,Female,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,2.993333333333333
7409-jurkq,No,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75,3.7266666666666666
7409-kiutl,Yes,Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,2.3666666666666667
7410-ktvfv,Yes,Male,0,Yes,No,18,Yes,No,Dsl,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,1.6516666666666666
7410-oiedu,No,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,2.6616666666666666
7410-ytjik,Yes,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,480.75,2.515
7416-cktep,No,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1134.25,0.6533333333333334
7421-zlupa,No,Female,0,No,No,8,No,No phone service,Dsl,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,29.25,226.95,0.975
7422-wnbty,No,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35,3092.0,3.1116666666666664
7426-gswpo,No,Male,1,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,3.45
7426-rhzgu,No,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,3.1966666666666668
7426-weijx,No,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,2.6983333333333333
7427-aufpy,No,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1008.7,0.6549999999999999
7432-ffvar,No,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.95,4236.6,3.0316666666666667
7434-shxls,Yes,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,0.6966666666666667
7435-znuyy,No,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,116.6,0.6866666666666668
7439-dkztw,No,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,2.685
7442-ygzfk,No,Male,0,No,No,1,Yes,Yes,Dsl,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,1.66
7445-wmrbw,No,Female,0,No,No,48,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.85,3581.4,2.4616666666666664
7446-kqiso,No,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,3.658333333333333
7446-sfaoa,No,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,717.5,0.6616666666666667
7446-ypode,No,Male,1,No,No,11,Yes,Yes,Dsl,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.25,662.95,2.0083333333333333
7449-hvpiv,No,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,3.0133333333333336
7450-nwrtr,Yes,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,1200.15,3.315
7452-folon,No,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,958.45,0.8483333333333333
7459-imvyu,No,Male,0,No,No,38,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.95,2657.55,2.3316666666666666
7459-rrwqz,Yes,Female,0,No,No,15,Yes,Yes,Dsl,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,2.1550000000000002
7460-itwwp,No,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,2.8699999999999997
7463-ifmqu,No,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1423.65,0.6683333333333333
7465-zzrvx,No,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,70.35,2.3449999999999998
7469-lkbci,No,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.95,326.8,0.6316666666666666
7470-dynoe,No,Male,0,No,No,53,Yes,No,Dsl,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,61.1,3357.9,2.0366666666666666
7470-mcqtk,Yes,Female,0,Yes,No,13,No,No phone service,Dsl,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,1.625
7471-mqpos,No,Male,1,Yes,Yes,71,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.9,5139.65,2.43
7471-wnsuf,No,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.15,1505.9,0.8049999999999999
7472-eqoav,No,Male,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),86.7,6179.35,2.89
7473-zbdsn,No,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.8,255.55,0.6266666666666667
7479-nitws,Yes,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,631.85,2.978333333333333
7480-qnvzj,Yes,Male,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,3.19
7480-splef,No,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,1796.55,0.8666666666666667
7481-atqqs,Yes,Female,1,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,3.0283333333333333
7483-iqwib,No,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,3415.25,3.0983333333333336
7486-ksrvi,Yes,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,4211.55,3.3333333333333335
7488-mxjiv,Yes,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,2.855
7492-tafjd,No,Male,0,Yes,Yes,7,No,No phone service,Dsl,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,280.0,1.285
7493-gvfio,No,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1252.85,0.685
7493-tpuwz,Yes,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,79.15,2.6383333333333336
7495-ookfy,Yes,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,2.6883333333333335
7501-iwung,No,Female,0,Yes,Yes,61,Yes,No,Dsl,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.8,4616.05,2.46
7501-vtylj,No,Female,0,No,Yes,2,Yes,No,Dsl,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.55,106.2,1.7183333333333333
7502-bnygs,No,Female,0,Yes,No,46,Yes,No,Dsl,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1,3168.0,2.3033333333333332
7503-epszw,No,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.05,1559.15,0.8016666666666666
7503-mioga,No,Female,1,Yes,No,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35,2.9949999999999997
7503-qqrvf,Yes,Male,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,2.4766666666666666
7503-zguzj,Yes,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.65,84.65,2.8216666666666668
7504-uwhnb,No,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,2.325
7508-dqakk,No,Female,0,No,No,64,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),86.4,5442.05,2.8800000000000003
7508-kbimb,No,Male,0,Yes,Yes,24,Yes,No,Dsl,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454.25,1.875
7508-mybog,Yes,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,1235.55,2.8699999999999997
7508-smhxl,No,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.3,2.966666666666667
7511-ymxvq,Yes,Male,0,No,No,9,No,No phone service,Dsl,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.4,418.8,1.5133333333333332
7515-lodfu,No,Male,1,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1356.3,0.6766666666666666
7516-gmhuv,No,Male,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05,5163.3,3.5016666666666665
7517-ldmps,No,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1017.35,2.82
7517-sawmo,Yes,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,1441.1,2.44
7519-jtwqh,No,Female,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,3.683333333333333
7520-hqwju,No,Female,0,Yes,Yes,66,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,2.2483333333333335
7521-afhab,No,Female,0,Yes,Yes,5,Yes,No,Dsl,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,1.4933333333333332
7521-yxvzy,No,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.3,0.6649999999999999
7524-vrlpl,No,Male,1,No,No,69,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,5031.0,2.4699999999999998
7526-bezqb,Yes,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,3.2016666666666667
7526-ivlyu,No,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,68.35,0.6549999999999999
7527-qnrus,No,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.15,412.6,0.8383333333333333
7529-zdfxi,No,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,2.9949999999999997
7530-hdyds,Yes,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.25,3264.5,2.808333333333333
